airbus_pleiades,airbus_pleiades
airbus_pleiades_neo,airbus_pleiades_neo
albedo_clarity_1,albedo_clarity_1
maxar_geoeye_1,maxar_geoeye_1
maxar_quickbird,maxar_quickbird
maxar_worldview_1,maxar_worldview_1
maxar_worldview_2,maxar_worldview_2
maxar_worldview_3,maxar_worldview_3
maxar_worldview_4,maxar_worldview_4
maxar_worldview_legion,maxar_worldview_legion
planet_skysat,planet_skysat
planet_pelican,planet_pelican
