clarity_1,clarity_1
geoeye_1,geoeye_1
pelican,pelican
pleiades,pleiades
pleiades_neo,pleiades_neo
quickbird,quickbird
skysat,skysat
worldview_1,worldview_1
worldview_2,worldview_2
worldview_3,worldview_3
worldview_4,worldview_4
worldview_legion,worldview_legion
